#{"t_start": 1775351827.5924568, "env_id": "ALE/MontezumaRevenge-v5"}
r,l,t
0.0,246,4.550703
0.0,447,7.275284
0.0,345,9.375349
0.0,948,16.301505
0.0,331,20.240354
0.0,465,26.741731
0.0,305,30.79075
0.0,213,32.680949
0.0,233,35.259661
0.0,283,37.45448
0.0,216,38.921111
0.0,251,40.654479
0.0,215,41.717516
0.0,266,43.380929
0.0,364,46.020947
0.0,267,47.982192
0.0,218,49.33138
0.0,186,50.336105
0.0,270,52.458959
0.0,258,54.322335
0.0,1966,81.582038
0.0,10942,271.508259
0.0,27000,721.149881
